developer,año,price,contador
Eugen Systems,2017.0,7.99,1
Ben Hopkins,2017.0,14.99,1
BoomCat Studios,2017.0,4.99,1
Ripknot Systems,2017.0,0.99,1
Aditya Yadav,2017.0,4.99,1
Eder Gabriel,2017.0,0.99,1
"Syu-Syu,Nathuz",2017.0,0.99,1
Kamil Szczepanik,2017.0,1.99,1
Raxasoft Games,2017.0,4.99,1
"Maxwell Volz,David Zeiser",2017.0,0.0,1
LillyWelland inc.,2017.0,0.99,1
"Entwell Co., Ltd.",2017.0,19.99,1
Ripstone,2017.0,5.99,1
Firestorm Entertainment,2017.0,3.99,1
Dexion Games,2017.0,0.99,1
Dexion Games,2017.0,0.99,1
Dexion Games,2017.0,0.99,1
Tea-Powered Games,2017.0,15.99,1
Runewaker,2017.0,14.99,1
Dexion Games,2017.0,2.99,1
Runewaker,2017.0,19.99,1
Runewaker,2017.0,39.99,1
"Crescent Moon Games,We're Five Games,Blowfish Studios",2017.0,14.99,1
Xavier Orion Games,2017.0,4.99,1
Molegato,2017.0,9.99,1
VB Studio,2017.0,0.99,1
Interstellar Tortoise,2017.0,12.99,1
Roman Kozhukhov,2017.0,9.99,1
"Locomalito,Gryzor87,Abylight",2017.0,19.99,1
Too Kind Studio,2017.0,6.99,1
Rezo Zero,2017.0,7.99,1
"Valkyrie Entertainment, LLC",2017.0,0.0,1
General Interactive Co.,2017.0,14.99,1
"Sports Mogul, Inc.",2017.0,29.99,1
Auroch Digital,2017.0,4.99,1
Walter Machado,2017.0,0.99,1
Auroch Digital,2017.0,0.0,1
bch waves,2017.0,0.99,1
Theodor Niklas,2017.0,9.99,1
EHTechnology,2017.0,0.99,1
Crankies Smartworks,2017.0,0.99,1
Uppercut Games Pty Ltd,2017.0,24.99,1
Ripknot Systems,2017.0,0.99,1
Brainagi Games,2017.0,4.99,1
Boogygames Studios,2017.0,1.99,1
Boogygames Studios,2017.0,1.99,1
Sultan.emr,2017.0,0.99,1
Helios Production,2017.0,14.99,1
"Entwell Co., Ltd.",2017.0,0.0,1
Jakub Klementewicz,2017.0,7.99,1
EcoGames,2017.0,4.99,1
"Dror Riov,Evgeny Osmet",2017.0,1.99,1
I SHOW YOU,2017.0,10.99,1
"Syu-Syu,SqueakyWafflez",2017.0,0.99,1
PleasingFungus Games,2017.0,14.99,1
AMPLITUDE Studios,2017.0,0.0,1
"Just1337 Studio,CybeRoar",2017.0,0.99,1
大谷 DGSpitzer,2017.0,1.99,1
BurstRay Games,2017.0,2.99,1
Anatoliy Loginovskikh,2017.0,0.99,1
CAT IN JAR GAMES,2017.0,3.99,1
PanGuoJun,2017.0,1.99,1
CaveDave,2017.0,2.99,1
ILIN DMITRY IGOREVICH,2017.0,1.99,1
Arupaca Laboratories,2017.0,9.99,1
"Nikita ""Ghost_RUS""",2017.0,1.99,1
Catom Games,2017.0,3.99,1
Darkcross Games,2017.0,9.99,1
Mykhail Konokh,2017.0,9.99,1
Whiskeybarrel Studios,2017.0,4.99,1
chlsea,2017.0,0.0,1
Royal Polygon,2017.0,14.99,1
Visual Concepts,2017.0,59.99,1
Choice of Games,2017.0,0.99,1
Larian Studios,2017.0,44.99,1
Larian Studios,2017.0,14.99,1
Dovetail Games,2017.0,12.99,1
David Wehle,2017.0,7.99,1
Choice of Games,2017.0,6.99,1
"Stardock Entertainment,Oxide Games",2017.0,0.0,1
Team Fugl,2017.0,9.99,1
Hifire Game Studio,2017.0,4.99,1
"2XL Games,Blitworks",2017.0,29.99,1
"Grey Havens, LLC",2017.0,0.0,1
Dovetail Games,2017.0,29.99,1
"Grey Havens, LLC",2017.0,49.99,1
"Grey Havens, LLC",2017.0,19.99,1
Binji,2017.0,9.99,1
BJGameInd,2017.0,0.99,1
Roger Barton,2017.0,0.0,1
Sirlin Games,2017.0,19.99,1
Sirlin Games,2017.0,9.99,1
Silent Parrot Studio,2017.0,14.99,1
COCOSOLA,2017.0,2.99,1
BnK Team,2017.0,9.99,1
CleanWaterSoft,2017.0,0.0,1
7DOTS,2017.0,2.99,1
Another Noname,2017.0,0.99,1
"Grey Havens, LLC",2017.0,19.99,1
SnowFlame,2017.0,1.99,1
"What Pumpkin Games, Inc.",2017.0,7.99,1
Parrott Studios,2017.0,2.99,1
"What Pumpkin Games, Inc.",2017.0,7.99,1
Rumata Lab,2017.0,3.99,1
KUSOne Studio Limited,2017.0,9.99,1
Vertigo Gaming Inc.,2017.0,12.99,1
L Twigger,2017.0,7.99,1
橘子班,2017.0,7.99,1
Crankies Smartworks,2017.0,0.99,1
Nihon Falcom,,59.99,1
Pocketwatch Games,2017.0,19.99,1
Blue Drop Games,2017.0,14.99,1
Jonathan McCarthy,2017.0,7.99,1
Monster Games,2017.0,39.99,1
Hi-Rez Studios,2017.0,19.99,1
putilin_industries,2017.0,0.99,1
Lightning Man Media,2017.0,0.99,1
"Pixel Constructor, LLC.",2017.0,0.0,1
AB SOFT,2017.0,3.99,1
Intermediaware,2017.0,8.99,1
EHTechnology,2017.0,0.99,1
Nihon Falcom,2017.0,0.99,1
Nihon Falcom,2017.0,1.99,1
Nihon Falcom,2017.0,0.99,1
Nihon Falcom,2017.0,0.99,1
Nihon Falcom,2017.0,0.99,1
Nihon Falcom,2017.0,2.99,1
SeveralBytes,2017.0,0.99,1
aomin-meiho,2017.0,4.99,1
The Commander,2017.0,4.99,1
WindThunder Studio,2017.0,24.99,1
WindThunder Studio,2017.0,49.99,1
GuraShop,2017.0,7.99,1
baKno Games,2010.0,4.99,1
The Domaginarium,2017.0,19.99,1
Talpel Games,2017.0,0.99,1
Night Animals,2017.0,0.99,1
"Big Fat Alien,Blue Sock Studios",2017.0,19.99,1
NaissusWorks,2017.0,7.99,1
hede,2017.0,6.99,1
7 Raven Studios,2017.0,2.99,1
A Maniacal Game LP,2017.0,3.99,1
"Tomas Gonzalez,Martin Pilaszek",2017.0,9.99,1
Peter Junior Leonar,2017.0,11.99,1
Gears for Breakfast,2017.0,9.99,1
Cubic Timeline Productions Inc.,2017.0,9.99,1
UnNaturalism Inc.,2017.0,14.99,1
"WangJianWei,KuangXiang",2017.0,0.0,1
AfroDieter,2017.0,2.99,1
Mihai Morosanu,2017.0,0.99,1
DreamEscape,2017.0,0.0,1
"Accela,Inc.",2017.0,15.99,1
Intelligent Systems,2017.0,5.99,1
Daisessen,2017.0,12.99,1
FX Games,2017.0,0.0,1
Fishing Planet LLC,2017.0,19.99,1
Spellbound,2004.0,4.99,1
Yah_Shi,2017.0,0.99,1
Elephant Games,2017.0,12.99,1
Gamepainters,2017.0,14.99,1
VaragtP,2017.0,1.99,1
Christoffer Ryrvall,2017.0,0.99,1
Ventura Science,2017.0,3.99,1
Coconut Shavers,2017.0,0.0,1
"SharkJaws, Blue Whale Games",2017.0,6.99,1
B52 Development Team,2017.0,0.99,1
PAD-Labs GmbH,2017.0,29.99,1
Viron Shake,2016.0,1.99,1
Fewjix,2017.0,4.99,1
Artur Rezende,2017.0,1.99,1
Striped Rocket,2017.0,19.99,1
Tamaya Kagiya,2017.0,14.99,1
"CreSpirit,GemaYue",2017.0,7.99,1
Serf100,2017.0,1.99,1
Spike Nail Studio,2017.0,0.99,1
Digital Awakening,2017.0,9.99,1
Hannibal Stuff,2017.0,0.0,1
xuan,2017.0,0.99,1
DUNEWORLD GAMES INC.,2017.0,9.99,1
Walter Machado,2017.0,0.99,1
Boogygames Studios,2017.0,2.99,1
Boogygames Studios,2017.0,1.99,1
Chris Germano,2017.0,3.99,1
Squeaky Wheel Studio Inc,2017.0,19.99,1
Paper Rose Games,2017.0,9.99,1
Exodus Software,2017.0,9.99,1
Maple Flag,2017.0,9.99,1
MightyCodeDragon,2017.0,4.99,1
"Moped Games,Random Dragon Games,Nerve Damage Games",2017.0,4.99,1
Virtual Top,2017.0,1.99,1
Valorware,2012.0,1.99,1
Fishmoose Interactive,2017.0,8.99,1
Cherrymochi,2017.0,17.99,1
Crystalmesh Studios,2017.0,8.99,1
White Dog,2017.0,0.99,1
Bohemia Interactive,2017.0,11.99,1
Bad Seed,2017.0,17.99,1
Bad Seed,2017.0,0.0,1
Boomzap Entertainment,2017.0,12.99,1
Just Flight,2017.0,34.99,1
Codename Entertainment Inc.,2017.0,0.0,1
Frogdice,2017.0,14.99,1
Rise of One,2017.0,9.99,1
Frogdice,2017.0,49.99,1
Frogdice,2017.0,0.0,1
Grégory Joerger,2017.0,4.99,1
Milkbag Games,2017.0,4.99,1
上海烛龙信息科技有限公司,2010.0,11.99,1
上海烛龙信息科技有限公司,2013.0,15.99,1
Wildcard Studios,2017.0,4.99,1
Illuminated Games,2017.0,1.99,1
Ninja Chip Studios,2017.0,4.99,1
Hio Giang,2017.0,3.99,1
Worm Animation,2017.0,9.99,1
Ubisoft Pune,2017.0,14.99,1
Levall Games AB,2017.0,12.99,1
Levall Games AB,2017.0,4.99,1
SmartHart Games,2017.0,2.99,1
For Kids,2017.0,0.99,1
"Acram Digital,Mobo Studio",2017.0,0.0,1
Rhino Dev,2017.0,3.99,1
Wix Games,2017.0,2.99,1
Gilles Schaeck,2017.0,5.99,1
Graham Garven,2017.0,2.99,1
Byting Games,2017.0,0.0,1
Vyacheslav Shilikhin,2017.0,1.99,1
Warptear Entertainment,2017.0,1.99,1
"oblomysh,EHTechnology",2017.0,10.99,1
Red Obsidian Studio,2017.0,8.99,1
Gemi Games,2017.0,9.99,1
CI Games,2017.0,9.99,1
Octopus 8 Studios,2017.0,0.99,1
Octopus 8 Studios,2017.0,0.99,1
Octopus 8 Studios,2017.0,0.99,1
Totem Games,2017.0,9.99,1
"Acram Digital,Mobo Studio",2017.0,2.99,1
"Acram Digital,Mobo Studio",2017.0,2.99,1
Dovetail Games - Fishing,2017.0,10.99,1
Evil Games,2017.0,3.99,1
"Massive Damage, Inc.",2017.0,3.99,1
Striped Rocket,2017.0,0.99,1
LaruaGames,2017.0,14.99,1
Blaiz Entertainment,2018.0,0.99,1
ActaLogic,2017.0,19.99,1
Colin EUMP,2017.0,4.99,1
hOSHI,2017.0,0.99,1
baKno Games,2008.0,4.99,1
Itsjusta Games,2017.0,2.99,1
High Iron Simulations,2017.0,9.99,1
Dovetail Games,2017.0,34.99,1
Cornered Rat Software,2001.0,7.99,1
Epic LLama,2017.0,14.99,1
Arcane Raise,2017.0,2.99,1
Blam! Games,2017.0,12.99,1
Arcane Raise,2017.0,2.99,1
Arcane Raise,2017.0,2.99,1
Arcane Raise,2017.0,2.99,1
"Playdek, Inc.",2017.0,14.99,1
"Playdek, Inc.",2017.0,4.99,1
Ludosity,2017.0,9.99,1
"Playdek, Inc.",2017.0,4.99,1
Lux Caput (Andrey M),2017.0,2.99,1
Tzar Leonardi,2017.0,0.0,1
BURP! Games,2017.0,2.99,1
HUNTERS,2017.0,1.99,1
N-Tri Studio,2017.0,9.99,1
DHTstudios LLC,2017.0,1.99,1
dimosha_92,2017.0,0.99,1
"NOISZMAKERS,Team Infinity",2017.0,14.99,1
Pixel After Pixel,2017.0,2.99,1
Veibyn,2017.0,1.99,1
Mubeat Studio,2016.0,0.99,1
Michael Schade,2017.0,1.99,1
Pooandplay,2017.0,5.99,1
azimut team,2017.0,0.99,1
XENOpz,2017.0,2.99,1
"Jetdogs Studios,Whalebox",2017.0,2.99,1
White Dog,2017.0,0.0,1
FIVE12 GAMES LTD,2017.0,12.99,1
Antonio Renna,2017.0,0.99,1
"Meadowlark Science and Education, LLC",2017.0,9.99,1
Vendel Games,2017.0,12.99,1
BurstRay Games,2017.0,3.99,1
White Dog,2017.0,3.99,1
Ovosonico,2017.0,19.99,1
Might and Delight,2017.0,7.99,1
Black Lab Games,2017.0,39.99,1
Night Whale,2017.0,4.99,1
"Skeleton Crew Studio,Thomas Olsson",2017.0,14.99,1
Sunward Games,2017.0,9.99,1
Deck Nine,2017.0,16.99,1
Corradi Games,2017.0,0.99,1
BattleGoat Studios,2017.0,19.99,1
gameko-studio,2017.0,3.99,1
Lagun Victor,2017.0,1.99,1
DRUNKEN APES,2017.0,5.99,1
InvertMouse,2017.0,3.99,1
Cat Nigiri,2017.0,2.99,1
Rhino Dev,2017.0,1.99,1
Jam,2017.0,0.99,1
Grey Gods,2017.0,0.0,1
GB Patch Games,2017.0,0.0,1
MeepHead LLC,2017.0,19.99,1
Llama Software,2017.0,0.0,1
N3V Games,2017.0,39.99,1
Lusorion Creatives,2017.0,14.99,1
REgorion,2017.0,0.99,1
Graffiti,1995.0,9.99,1
DevGamm,2017.0,0.99,1
InvertMouse,2017.0,8.99,1
Cuirass Entertainment Ltd.,2017.0,0.0,1
InvertMouse,2017.0,2.99,1
Optical Override,2017.0,0.0,1
HoppangGames,2017.0,1.99,1
Creative Concepts,2017.0,19.99,1
Nick Everlith,2017.0,4.99,1
Evgeniy Alemzhin,2017.0,1.99,1
Dischan Media,2012.0,0.0,1
"Tecsi Aron,Szocs Robert",2017.0,2.99,1
Greyborn Studios,2017.0,9.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,59.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,12.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,19.99,1
Nicholas Rizzo,2017.0,4.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,19.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
InterServ International,2017.0,4.99,1
Sacada,2017.0,5.99,1
PriorityStudios,2017.0,0.99,1
Infinite Road Studio,2017.0,0.99,1
Vidroid,2017.0,3.99,1
Eagle Dynamics SA,2017.0,49.99,1
Eagle Dynamics SA,2017.0,9.99,1
Eagle Dynamics SA,2017.0,9.99,1
Sergej110,2017.0,1.99,1
"EXOR Studios,Exor Studios",2017.0,4.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
FeelThere,2017.0,19.99,1
Oliver Peat,2017.0,1.99,1
BYU Animation -  Class of 2017,2017.0,0.0,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
Sloclap,2017.0,29.99,1
"IllFonic,Psyop Games",2017.0,24.99,1
RedForce Games,2017.0,0.99,1
Bmc Studio,2017.0,1.99,1
"IllFonic,Psyop Games",2017.0,19.99,1
"Christian Whitehead,Headcannon,PagodaWest Games",2017.0,19.99,1
△○□× (Miwashiba),2017.0,2.99,1
△○□× (Miwashiba),2017.0,1.99,1
Soiree Games,2017.0,3.99,1
AA Games,2017.0,0.99,1
Alexey Glinskiy,2017.0,0.99,1
League of Sweat Ent.,2017.0,4.99,1
Decerion,2017.0,0.99,1
"Nikita ""Ghost_RUS"",Underanger TheGachiWarrior",2017.0,0.99,1
GSC Game World,2017.0,4.99,1
NukGames,2017.0,0.99,1
NonFictional Games,2017.0,9.99,1
NukGames,2017.0,0.99,1
Rumpus,2017.0,14.99,1
DL Softworks,2017.0,5.99,1
Team Fork,2017.0,1.99,1
Striped Rocket,2017.0,0.99,1
"Codemasters,Feral Interactive (Mac),Feral Interactive (Linux)",2017.0,59.99,1
Team 7 Lives,2017.0,6.99,1
BitterSweet Entertainment Inc.,2017.0,19.99,1
ma_mutte,2017.0,9.99,1
WeMakeApp Studio,2017.0,4.99,1
Brendan Wiltshire,2017.0,2.99,1
nickar82,2017.0,2.99,1
Chjonn Studios,2017.0,7.99,1
Adam John Adkins,2017.0,5.99,1
Vagabond Dog,2017.0,1.99,1
Nedodnb,2017.0,3.99,1
OddMeat,2017.0,2.3,1
AYE Technology,2017.0,3.99,1
Pro Social Games,2017.0,19.99,1
Super Legit Games,2017.0,2.99,1
Xero TR-MMXZ,2017.0,3.99,1
tengenstudio,2017.0,1.99,1
Heroes Productions,2017.0,1.99,1
KOCMOC17,2017.0,4.99,1
Xero TR-MMXZ,2017.0,4.99,1
Reppo,2017.0,19.99,1
FireBurnGames,2017.0,7.99,1
"Jamie Rollo,Tom Campbell",2017.0,14.99,1
David J Ozsvath,2017.0,0.99,1
Boogygames Studios,2017.0,3.99,1
Dreamy Doe,2017.0,0.95,1
Magesoft,2017.0,9.99,1
KEMCO,2017.0,29.99,1
Fast Fall Studios,2017.0,0.0,1
UNIOCS,2017.0,0.99,1
Jamey Stegmaier,2017.0,7.99,1
Ole Steiness,2017.0,5.99,1
Ole Steiness,2017.0,7.99,1
Ole Steiness,2017.0,7.99,1
Triple Tree Studio,2017.0,4.99,1
"CWAVESOFT, Inc.",2017.0,15.99,1
SONNORI Corp,2017.0,2.99,1
omylevca,2017.0,0.99,1
SONNORI Corp,2017.0,2.99,1
SONNORI Corp,2017.0,2.99,1
SONNORI Corp,2017.0,2.99,1
nonPareil Studios,2017.0,9.99,1
"CINEMAX, s.r.o.",2017.0,3.99,1
Striped Rocket,2017.0,0.99,1
Freejam,2017.0,0.0,1
"CINEMAX, s.r.o.",2017.0,1.99,1
Logan Apple,2017.0,3.99,1
Dikobraz Games,2017.0,9.99,1
SONNORI Corp,2017.0,1.99,1
Splash Damage,2017.0,34.99,1
SONNORI Corp,2017.0,1.99,1
Splash Damage,2017.0,49.99,1
Splash Damage,2017.0,19.99,1
Interabang Entertainment,2017.0,14.99,1
Laush Dmitriy Sergeevich,2017.0,0.99,1
"Iocane Games, LLC",2017.0,9.99,1
Studio229,2017.0,2.99,1
EnsenaSoft,2017.0,1.99,1
Tero Lunkka,2017.0,0.99,1
Gunsquad,2017.0,0.99,1
Ripknot Systems,2017.0,0.99,1
LillyWelland inc.,2017.0,0.99,1
Lost-Ride Studios,2017.0,0.0,1
Spry Fox LLC,2017.0,9.99,1
FanPlymouth,2017.0,1.99,1
Crystal Box Team,2017.0,3.99,1
Spacevb Studio,2017.0,0.99,1
Rebusmind,2017.0,9.99,1
Studio Desgraff,2017.0,12.99,1
Symphonic Square,2017.0,0.0,1
Super Dead LLC,2017.0,4.99,1
Indy Lion Studios,2017.0,4.99,1
Mothership Entertainment LLC,2017.0,2.99,1
SPECTRUM GAMES,2017.0,0.99,1
Flying Wild Hog,2017.0,39.99,1
Alien Mind,2017.0,8.99,1
Pillow Fight,2017.0,14.99,1
SONNORI Corp,2017.0,1.99,1
SONNORI Corp,2017.0,1.99,1
SONNORI Corp,2017.0,1.99,1
SONNORI Corp,2017.0,1.99,1
SONNORI Corp,2017.0,1.99,1
Sludj Games,2017.0,19.99,1
SONNORI Corp,2017.0,1.99,1
SONNORI Corp,2017.0,1.99,1
SONNORI Corp,2017.0,1.99,1
SONNORI Corp,2017.0,1.99,1
SONNORI Corp,2017.0,1.99,1
SONNORI Corp,2017.0,1.99,1
Pixel Barons,2017.0,9.99,1
SONNORI Corp,2017.0,1.99,1
"Team17 Digital Ltd,Mouldy Toof Studios",2017.0,3.99,1
"Team17 Digital Ltd,Mouldy Toof Studios",2017.0,19.99,1
SkyBox Labs,2017.0,2.99,1
Hand Cannon Games,2017.0,3.99,1
一杯烟雨游戏工作室,2017.0,0.0,1
Chano H. Hansen,2017.0,1.99,1
SCS Software,2017.0,3.99,1
HexWar Games,2017.0,14.99,1
Pronetis Games,2017.0,4.99,1
Ferullo Gaming,2017.0,9.99,1
Lost in Pixels,2017.0,9.99,1
FlightSoft,2017.0,49.99,1
Xiotex Studios Ltd,2017.0,9.99,1
牛学者,2017.0,0.99,1
Craftven,2017.0,9.99,1
Bithell Games,2017.0,5.99,1
putilin_industries,2017.0,0.99,1
Blender Games,2017.0,0.99,1
BernhardP,2017.0,2.99,1
oddonegames,2017.0,19.99,1
Tuomo Laine,2017.0,1.99,1
Bad Attempt,2017.0,3.99,1
Ripknot Systems,2017.0,0.99,1
"Larry Martin,Phillip Brossia",2017.0,1.99,1
FlynnFour Games,2017.0,5.99,1
Deimos Games,2017.0,14.99,1
Alexey Glinskiy,2017.0,0.99,1
Three Gates AB,2017.0,9.99,1
Alder Games,2017.0,4.99,1
Michael Klaus Schmidt,2017.0,1.99,1
Blue Horizon Studios Ltd,2017.0,6.99,1
SP Digital Arts Inc.,2017.0,3.99,1
Muggle,2017.0,0.99,1
Lumak Software,2017.0,4.99,1
Quicksilver Software,1992.0,9.99,1
Tower Up Studios,2017.0,0.99,1
H L Nunnelly,2017.0,2.99,1
Jovian Industries,2017.0,7.99,1
Tailwind Games,2017.0,14.99,1
DigitalDNA Games LLC,2014.0,4.99,1
Rotatipyra,2017.0,0.99,1
RaleachGamesStudio,2017.0,4.99,1
Dede Bayi,2017.0,2.99,1
Sauropod Studio,2017.0,24.99,1
Games++,2017.0,0.99,1
"COMPILE HEART,IDEA FACTORY",2017.0,19.99,1
Denki Gaka,2017.0,2.99,1
"COMPILE HEART,IDEA FACTORY",2017.0,5.99,1
Beaver Drummer,2017.0,3.99,1
Casualogic,2017.0,8.99,1
SAT-BOX,2017.0,4.99,1
Ntroy LTD,2017.0,0.0,1
Virtual Top,2017.0,8.99,1
Nicolas Clarysse,2017.0,0.0,1
G. Malta,2017.0,0.99,1
Rortos Srl,2017.0,14.99,1
Thomson Interactive,2017.0,39.99,1
萌石游戏,2017.0,5.99,1
"A-Flight,Caipirinha Games",2017.0,29.99,1
Asymmetric,2017.0,4.99,1
Whackakeygames,2017.0,1.99,1
The Artistocrats,2017.0,14.99,1
Colossal Order Ltd.,2017.0,6.99,1
"Tero Lunkka,Mikko Seppälä",2017.0,1.99,1
Nova Ideas,2017.0,6.99,1
Boogygames Studios,2017.0,4.99,1
Dio Alias Games,2017.0,1.99,1
Ripknot Systems,2017.0,0.99,1
Bonfire Entertainment,2017.0,11.99,1
Autonomic Interactive,2017.0,0.99,1
"Batterystaple Games,Fire Hose Games",2017.0,14.99,1
DL Softworks,2017.0,5.99,1
Screaming Villains,2017.0,14.99,1
SQUIX Games,2017.0,3.99,1
StalkerAlex..,2017.0,1.99,1
Simple Interactive Games,2017.0,1.99,1
Spinal Games,2017.0,6.99,1
Spinal Games,2017.0,2.99,1
Team Fork,2017.0,6.99,1
Little Big MMO,2017.0,59.99,1
AlcoholEnthusiast,2017.0,0.99,1
cloneZone,2017.0,4.99,1
Rootify,2017.0,9.99,1
MATRE,2017.0,1.99,1
"Strength in Numbers Studios, Inc",2017.0,2.99,1
David Krinkel,2017.0,15.99,1
Sebastian Nigro,2017.0,4.99,1
Total Battery,2017.0,3.99,1
Riviysky,2017.0,0.99,1
Studio SiestA,2017.0,5.99,1
Playcademy,2017.0,6.99,1
cada,2017.0,0.99,1
Molosoft,2017.0,5.99,1
magnussoft,2017.0,5.99,1
Molosoft,2007.0,0.0,1
Unphysical Machinery,2017.0,5.99,1
Narko Games,2017.0,0.99,1
Oscar Kenneth Albero Ingles,2017.0,7.99,1
Hovgaard Games,2017.0,9.99,1
Pavel Kostin,2017.0,14.99,1
Gamious,2017.0,9.99,1
LunarPixel,2017.0,9.99,1
ShiinaYashiro,2017.0,1.99,1
Blue Salt Games,2017.0,9.99,1
Hydra Interactive,2017.0,15.99,1
Minor Faction,2017.0,7.99,1
Cake Collective Games,2017.0,4.99,1
GexagonVR,2017.0,0.0,1
Luke Vincent,2017.0,3.99,1
Vile Monarch,2017.0,0.0,1
Dnovel,2017.0,1.99,1
David Sof,2017.0,1.99,1
Sijawa Production,2017.0,4.99,1
Puzzles By Joe,2017.0,9.99,1
"Massive Damage, Inc.",2017.0,4.99,1
"Massive Damage, Inc.",2017.0,14.99,1
SmileBoom Co.Ltd.,2017.0,9.99,1
Halycon Media,2017.0,6.99,1
Zero One,2017.0,6.99,1
BitsAlive Game Studios,2017.0,9.99,1
Astronomic Games,2017.0,8.99,1
10tons Ltd,2017.0,13.99,1
Boogygames Studios,2017.0,3.99,1
Interactive Gaming Studios,2017.0,1.99,1
Revolt and Rebel,2017.0,1.99,1
"Bread Team,Victor Solodilov,Denis Novikov",2017.0,14.99,1
Asunder Studios,2017.0,4.99,1
Sharkbird,2017.0,7.99,1
Arc System Works,2017.0,14.99,1
Frymore,2017.0,0.99,1
"Emerson Design, Inc.",2017.0,0.0,1
The Hazardous Dude,2017.0,1.99,1
Tiny Titan Studios,2017.0,9.99,1
Emad,2017.0,6.99,1
Bitmap Bureau,2017.0,0.0,1
putilin_industries,2017.0,0.99,1
Cool Hand Games,2017.0,2.99,1
Quiet River,2017.0,0.0,1
Cheat Code Studios,2017.0,14.99,1
Will Carlough,2017.0,2.99,1
Arcane Raise,2017.0,2.99,1
Thorium Entertainment,2017.0,5.99,1
Brewsterland Studios,2017.0,0.99,1
Geoff Nagy,2017.0,7.99,1
Goodwolf Studio,2017.0,16.99,1
Flying Robot Studios,2017.0,4.99,1
Riviysky,2017.0,0.99,1
Saddletrip,2017.0,0.99,1
skrimm8,2017.0,0.99,1
rokaplay,2017.0,6.99,1
Strong Cube,2017.0,0.99,1
Everglow Interactive Inc.,2017.0,16.99,1
"LeatherIceCream,LazyTomato,Madvertiz0r",2017.0,1.99,1
Cubamano,2017.0,0.99,1
Kittik Game Studio,2017.0,3.99,1
Boss Key Productions,2017.0,29.99,1
Jon Gallant,2017.0,2.99,1
Boss Key Productions,2017.0,12.99,1
Canalside Studios,2017.0,5.99,1
"Team NINJA,KOEI TECMO GAMES CO., LTD.",2017.0,36.99,1
Ninja Theory,2017.0,29.99,1
Petite Games,2017.0,2.99,1
DL Softworks,2017.0,11.99,1
Jon Gallant,2017.0,4.99,1
Jon Gallant,2017.0,0.99,1
Jon Gallant,2017.0,6.99,1
David Mulder,2017.0,0.0,1
Jack Gloyens,2017.0,4.99,1
HeroCraft,2017.0,14.99,1
Don Emídio Navarro Games,2017.0,2.99,1
ILLUMICORP,2017.0,0.99,1
Halissoni,2017.0,1.99,1
Nihon Falcom,2017.0,2.99,1
putilin_industries,2017.0,0.99,1
Himeki Games Ltd,2017.0,9.99,1
Nihon Falcom,2017.0,2.99,1
oblomysh,2017.0,0.99,1
Gergely Kovács &amp; Bálint Mikó,2017.0,3.99,1
Boogygames Studios,2017.0,0.99,1
RSSLO,2017.0,19.99,1
WindThunder Studio,2017.0,172.24,1
Primitive Studio,2017.0,0.99,1
starmops,2017.0,4.99,1
Team Jolly Roger,2017.0,14.99,1
Vincent Parrish,2017.0,4.99,1
Pixl Pile,2017.0,1.99,1
rokaplay,2017.0,6.99,1
Anthony @ POW Games,2015.0,2.99,1
Hellride Games,2017.0,4.99,1
Deceptive Games Ltd.,2017.0,14.99,1
BattleGoat Studios,2017.0,19.99,1
Fullbright,2017.0,19.99,1
Syu-Syu,2017.0,2.99,1
Deceptive Games Ltd.,2017.0,1.99,1
LaboryStudio,2017.0,3.99,1
"Fei,Leo,Yang",2017.0,6.99,1
Saber Interactive,2017.0,9.99,1
CSGAMES,2017.0,9.99,1
"Spooky Doorway,Ben Prunty",2017.0,5.99,1
Ertal Games,2017.0,9.99,1
